1,0
1,1
1,2
1,3
1,4
1,5
2,6
2,7
2,8
2,9
2,10
3,11
3,12
3,13
3,14
3,15
3,16
4,17
4,18
4,19
4,20
4,21
4,22
5,23
5,24
5,25
5,26
5,27
6,28
6,29
6,30
6,31
7,32
7,33
7,34
8,35
